,Class,Accuracy,Specificity,Sensitivity,PPV,NPV,ROC_AUC,Average Precision Score,Fold
0,Hospitalized,0.9487179487179487,0.9285714285714286,1.0,1.0,0.8461538461538461,0.9642857142857143,0.9798534798534798,0
1,ICU,0.9743589743589743,1.0,0.9642857142857143,0.9166666666666666,1.0,0.9821428571428572,0.9166666666666666,0
2,Self Isolation,0.9743589743589743,0.0,0.9743589743589743,0.0,1.0,undefined,undefined,0
3,Hospitalized,0.7631578947368421,0.8636363636363636,0.625,0.76,0.7692307692307693,0.7443181818181819,0.735311004784689,1
4,ICU,0.8421052631578947,0.7272727272727273,0.8888888888888888,0.7272727272727273,0.8888888888888888,0.8080808080808081,0.6078729882557634,1
5,Self Isolation,0.9210526315789473,0.4,1.0,1.0,0.9166666666666666,0.7,0.4789473684210527,1
6,Hospitalized,0.8421052631578947,1.0,0.7391304347826086,0.7142857142857143,1.0,0.8695652173913043,0.7142857142857143,2
7,ICU,0.8947368421052632,0.7894736842105263,1.0,1.0,0.8260869565217391,0.8947368421052632,0.8947368421052632,2
8,Self Isolation,0.9473684210526315,0.5,1.0,1.0,0.9444444444444444,0.75,0.5526315789473684,2
9,Hospitalized,0.8157894736842105,0.8571428571428571,0.7647058823529411,0.8181818181818182,0.8125,0.8109243697478992,0.780246069719754,3
10,ICU,0.7894736842105263,0.7333333333333333,0.8260869565217391,0.7333333333333333,0.8260869565217391,0.7797101449275363,0.6430409356725145,3
11,Self Isolation,0.9736842105263158,0.5,1.0,1.0,0.972972972972973,0.75,0.5263157894736842,3
12,Hospitalized,0.9473684210526315,0.9545454545454546,0.9375,0.9545454545454546,0.9375,0.9460227272727273,0.9374728142670727,4
13,ICU,0.9473684210526315,0.9375,0.9545454545454546,0.9375,0.9545454545454546,0.9460227272727274,0.9052220394736842,4
14,Self Isolation,1.0,0.0,1.0,0.0,1.0,undefined,undefined,4
15,Hospitalized,0.7631578947368421,0.7,0.8333333333333334,0.8235294117647058,0.7142857142857143,0.7666666666666667,0.7343653250773994,5
16,ICU,0.7894736842105263,0.8823529411764706,0.7142857142857143,0.7142857142857143,0.8823529411764706,0.7983193277310925,0.6828836797877046,5
17,Self Isolation,0.9736842105263158,0.0,1.0,0.0,0.9736842105263158,undefined,undefined,5
18,Hospitalized,0.868421052631579,0.9166666666666666,0.7857142857142857,0.88,0.8461538461538461,0.851190476190476,0.8592982456140351,6
19,ICU,0.8947368421052632,0.8461538461538461,0.92,0.8461538461538461,0.92,0.8830769230769232,0.7686079103083152,6
20,Self Isolation,0.9736842105263158,0.0,1.0,0.0,0.9736842105263158,undefined,undefined,6
21,Hospitalized,0.8947368421052632,1.0,0.6923076923076923,0.8620689655172413,1.0,0.8461538461538461,0.8620689655172413,7
22,ICU,0.9473684210526315,0.8181818181818182,1.0,1.0,0.9310344827586207,0.9090909090909092,0.8708133971291866,7
23,Self Isolation,0.9473684210526315,0.0,1.0,0.0,0.9473684210526315,undefined,undefined,7
24,Hospitalized,0.8157894736842105,0.9090909090909091,0.6875,0.8,0.8461538461538461,0.7982954545454546,0.7799043062200958,8
25,ICU,0.8157894736842105,0.6875,0.9090909090909091,0.8461538461538461,0.8,0.7982954545454545,0.7133097165991903,8
26,Self Isolation,1.0,0.0,1.0,0.0,1.0,undefined,undefined,8
27,Hospitalized,0.8157894736842105,0.8636363636363636,0.75,0.8260869565217391,0.8,0.8068181818181819,0.7923861035989183,9
28,ICU,0.868421052631579,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.88,0.851190476190476,0.7437825332562175,9
29,Self Isolation,0.9473684210526315,0.5,0.9722222222222222,0.5,0.9722222222222222,0.736111111111111,0.2763157894736842,9
