,Class,Accuracy,Specificity,Sensitivity,PPV,NPV,ROC_AUC,Average Precision Score,Fold
0,Hospitalized,0.8717948717948718,0.8571428571428571,0.9090909090909091,0.96,0.7142857142857143,0.8831168831168831,0.9254212454212454,0
1,ICU,0.8974358974358975,0.9090909090909091,0.8928571428571429,0.7692307692307693,0.9615384615384616,0.9009740259740261,0.7249417249417249,0
2,Self Isolation,0.9743589743589743,0.0,0.9743589743589743,0.0,1.0,undefined,undefined,0
3,Hospitalized,0.7894736842105263,0.8181818181818182,0.75,0.8181818181818182,0.75,0.7840909090909092,0.7746846454980427,1
4,ICU,0.868421052631579,0.7272727272727273,0.9259259259259259,0.8,0.8928571428571429,0.8265993265993266,0.6607655502392346,1
5,Self Isolation,0.9210526315789473,0.8,0.9393939393939394,0.6666666666666666,0.96875,0.8696969696969699,0.5596491228070175,1
6,Hospitalized,0.8947368421052632,0.9333333333333333,0.8695652173913043,0.8235294117647058,0.9523809523809523,0.9014492753623188,0.7949432404540763,2
7,ICU,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8531855955678671,2
8,Self Isolation,0.9473684210526315,0.5,1.0,1.0,0.9444444444444444,0.75,0.5526315789473684,2
9,Hospitalized,0.8421052631578947,0.7619047619047619,0.9411764705882353,0.9411764705882353,0.7619047619047619,0.8515406162464986,0.8486657821023146,3
10,ICU,0.8157894736842105,0.9333333333333333,0.7391304347826086,0.7,0.9444444444444444,0.8362318840579709,0.6796491228070175,3
11,Self Isolation,0.9736842105263158,0.5,1.0,1.0,0.972972972972973,0.75,0.5263157894736842,3
12,Hospitalized,0.9473684210526315,0.9545454545454546,0.9375,0.9545454545454546,0.9375,0.9460227272727273,0.9374728142670727,4
13,ICU,0.9473684210526315,0.9375,0.9545454545454546,0.9375,0.9545454545454546,0.9460227272727274,0.9052220394736842,4
14,Self Isolation,1.0,0.0,1.0,0.0,1.0,undefined,undefined,4
15,Hospitalized,0.8421052631578947,0.75,0.9444444444444444,0.9375,0.7727272727272727,0.8472222222222222,0.834703947368421,5
16,ICU,0.8421052631578947,0.9411764705882353,0.7619047619047619,0.7619047619047619,0.9411764705882353,0.8515406162464985,0.7434026242075776,5
17,Self Isolation,0.9473684210526315,0.0,0.972972972972973,0.0,0.972972972972973,0.4864864864864865,0.02631578947368421,5
18,Hospitalized,0.868421052631579,0.875,0.8571428571428571,0.9130434782608695,0.8,0.8660714285714286,0.8778604118993135,6
19,ICU,0.8947368421052632,0.9230769230769231,0.88,0.8,0.9565217391304348,0.9015384615384615,0.7647773279352227,6
20,Self Isolation,0.9736842105263158,0.0,1.0,0.0,0.9736842105263158,undefined,undefined,6
21,Hospitalized,0.9210526315789473,1.0,0.7692307692307693,0.8928571428571429,1.0,0.8846153846153846,0.8928571428571429,7
22,ICU,0.9473684210526315,0.8181818181818182,1.0,1.0,0.9310344827586207,0.9090909090909092,0.8708133971291866,7
23,Self Isolation,0.9736842105263158,0.5,1.0,1.0,0.972972972972973,0.75,0.5263157894736842,7
24,Hospitalized,0.8421052631578947,0.8181818181818182,0.875,0.9,0.7777777777777778,0.8465909090909092,0.8416267942583733,8
25,ICU,0.8421052631578947,0.875,0.8181818181818182,0.7777777777777778,0.9,0.8465909090909091,0.7331871345029239,8
26,Self Isolation,1.0,0.0,1.0,0.0,1.0,undefined,undefined,8
27,Hospitalized,0.8157894736842105,0.8181818181818182,0.8125,0.8571428571428571,0.7647058823529411,0.8153409090909092,0.8065618591934381,9
28,ICU,0.868421052631579,0.8571428571428571,0.875,0.8,0.9130434782608695,0.8660714285714286,0.7383458646616542,9
29,Self Isolation,0.9473684210526315,0.5,0.9722222222222222,0.5,0.9722222222222222,0.736111111111111,0.2763157894736842,9
